,PropertyType,Address,City,State,ZipCode,Price,Beds,Baths,Living_Sq_Ft,Lot_Acres,YearBuilt,YearRenovated,Hoa/Month,Parking,Garage,last_sold_price,ElementarySchool,E.SchoolRating,MiddleSchool,M.schoolRating,HighSchool,H.SchoolRating,Heating,Cooling,WalkableScore,TransitScore,BikeableScore,RedfinEstimate,Status
house_434,Single Family Residential,27361 Dobbel ,Hayward,CA,94542,328000,—,—,,,—,—,0,,,,Stonebrae Elementary School,4,Bret Harte Middle School,3,Hayward High School,4,,,55,31,28," $323,082", Active
house_435,Single Family Residential,27427 Patrick Ave ,Hayward,CA,94544,699999,3,2,,,1956,1957,0,, 1,,Eldridge Elementary School,5,"Martin Luther King, Jr. Middle School",6,Tennyson High School,2,,,73,38,66," $689,989", Active
house_436,Single Family Residential,27427 Patrick Ave ,Hayward,CA,94544,699999,3,2,,,1956,1957,0,, 1,,Eldridge Elementary School,5,"Martin Luther King, Jr. Middle School",6,Tennyson High School,2,,,73,38,66," $689,989", Active
house_437,Single Family Residential,27505 Stromberg Ct ,Hayward,CA,94545,550000,3,2,,,1970,1971,89,, 1,,Lorin A. Eden Elementary School,3,Anthony W. Ochoa Middle School,4,Mount Eden High School,6,,,67,39,58," $545,634", Active
house_438,Single Family Residential,27639 La Porte Ave ,Hayward,CA,94545,600000,3,2,,,1955,1956,0,, 2,,Palma Ceia Elementary School,4,Anthony W. Ochoa Middle School,4,Mount Eden High School,6,,,37,39,62," $617,168", Active
house_439,Single Family Residential,27639 La Porte Ave ,Hayward,CA,94545,600000,3,2,,,1955,1956,0,, 2,,Palma Ceia Elementary School,4,Anthony W. Ochoa Middle School,4,Mount Eden High School,6,,,37,39,62," $617,168", Active
house_440,Single Family Residential,27639 La Porte Ave ,Hayward,CA,94545,600000,3,2,,,1955,1956,0,, 2,,Palma Ceia Elementary School,4,Anthony W. Ochoa Middle School,4,Mount Eden High School,6,,,37,39,62," $617,168", Active
house_441,Other,27670 Vista Bahia Way ,Hayward,CA,94542,378888,—,—,,,—,—,0,,,,Stonebrae Elementary School,4,Bret Harte Middle School,3,Hayward High School,4,,,17,19,22," $358,093", Active
house_442,Other,27670 Vista Bahia Way ,Hayward,CA,94542,378888,—,—,,,—,—,0,,,,Stonebrae Elementary School,4,Bret Harte Middle School,3,Hayward High School,4,,,17,19,22," $358,093", Active
house_443,Other,27670 Vista Bahia Way ,Hayward,CA,94542,378888,—,—,,,—,—,0,,,,Stonebrae Elementary School,4,Bret Harte Middle School,3,Hayward High School,4,,,17,19,22," $358,093", Active
house_444,Single Family Residential,27954 Biscayne Ave ,HAYWARD,CA,94544,625000,3,2," 1,240", 0.1263,1954,1955,0,, 1,,Ruus Elementary School,3,Cesar Chavez Middle School,2,Tennyson High School,2, Wall Furnace, Window/Wall Unit,77,37,60," $642,874", Active
house_445,Single Family Residential,27954 Biscayne Ave ,HAYWARD,CA,94544,625000,3,2," 1,240", 0.1263,1954,1955,0,, 1,,Ruus Elementary School,3,Cesar Chavez Middle School,2,Tennyson High School,2, Wall Furnace, Window/Wall Unit,77,37,60," $642,874", Active
house_446,Single Family Residential,27954 Biscayne Ave ,HAYWARD,CA,94544,625000,3,2," 1,240", 0.1263,1954,1955,0,, 1,,Ruus Elementary School,3,Cesar Chavez Middle School,2,Tennyson High School,2, Wall Furnace, Window/Wall Unit,77,37,60," $642,874", Active
house_447,Single Family Residential,28288 Cardinal St ,Hayward,CA,94545,699950,3,2,,,1964,1966,0,, 2,,Palma Ceia Elementary School,4,Anthony W. Ochoa Middle School,4,Mount Eden High School,6,,,21,34,55," $726,802", New
house_448,Single Family Residential,28313 Beatron Way ,Hayward,CA,94544,569950,4,2,,,1954,1955,0,, 2,,Bowman Elementary School,2,Cesar Chavez Middle School,2,Tennyson High School,2,,,71,55,69," $631,032", New
house_449,Mobile/Manufactured Home,28339 Murcia St ,Hayward,CA,94544,228000,3,2,,,2007,—,0,,,,Palma Ceia Elementary School,4,Anthony W. Ochoa Middle School,4,Mount Eden High School,6,,,44,31,51," $223,529", Active
house_450,Mobile/Manufactured Home,28339 Murcia St ,Hayward,CA,94544,228000,3,2,,,2007,—,0,,,,Palma Ceia Elementary School,4,Anthony W. Ochoa Middle School,4,Mount Eden High School,6,,,44,31,51," $223,529", Active
house_451,Single Family Residential,28695 Etta Ave ,Hayward,CA,94544,799000,4,3,,,1955,1970,0,, 2,,Ruus Elementary School,3,Cesar Chavez Middle School,2,Tennyson High School,2,,,64,47,57," $842,707", Price Change
house_452,Mobile/Manufactured Home,29046 Aztec Rd #77 ,Hayward,CA,94544,184900,2,2,,,—,—,0,,,,Bowman Elementary School,2,Cesar Chavez Middle School,2,Tennyson High School,2,,,56,56,58," $181,703", Active
house_453,Single Family Residential,2910 Winchester Dr ,Hayward,CA,94541,699000,3,2,,,1915,1942,0,,,,East Avenue Elementary School,4,Bret Harte Middle School,3,Hayward High School,4,,,23,31,18," $714,952", Active
house_454,Mobile/Manufactured Home,29222 Whalebone Way ,Hayward,CA,94544-6426,225000,2,2,,,—,—,0,, 2,,Palma Ceia Elementary School,4,Anthony W. Ochoa Middle School,4,Mount Eden High School,6,,,33,48,57," $221,357", Active
house_455,Mobile/Manufactured Home,29222 Whalebone Way ,Hayward,CA,94544-6426,225000,2,2,,,—,—,0,, 2,,Palma Ceia Elementary School,4,Anthony W. Ochoa Middle School,4,Mount Eden High School,6,,,33,48,57," $221,357", Active
house_456,Mobile/Manufactured Home,29222 Whalebone Way ,Hayward,CA,94544-6426,225000,2,2,,,—,—,0,, 2,,Palma Ceia Elementary School,4,Anthony W. Ochoa Middle School,4,Mount Eden High School,6,,,33,48,57," $221,357", Active
house_457,Mobile/Manufactured Home,29230 Whalebone Way ,Hayward,CA,94544,234900,2,2,,,—,—,0,,,,Palma Ceia Elementary School,4,Anthony W. Ochoa Middle School,4,Mount Eden High School,6,,,33,48,57," $238,770", Active
house_458,Single Family Residential,29259 Stonebrook Ln ,Hayward,CA,94544,799000,4,3,,,1996,1996,0,, 2,,Palma Ceia Elementary School,4,Anthony W. Ochoa Middle School,4,Mount Eden High School,6,,,49,29,60," $846,816", New
house_459,Single Family Residential,29259 Stonebrook Ln ,Hayward,CA,94544,799000,4,3,,,1996,1996,0,, 2,,Palma Ceia Elementary School,4,Anthony W. Ochoa Middle School,4,Mount Eden High School,6,,,49,29,60," $846,816", New
house_460,Single Family Residential,29259 Stonebrook Ln ,Hayward,CA,94544,799000,4,3,,,1996,1996,0,, 2,,Palma Ceia Elementary School,4,Anthony W. Ochoa Middle School,4,Mount Eden High School,6,,,49,29,60," $846,816", New
house_461,Mobile/Manufactured Home,29281 Whalebone Way ,Hayward,CA,94544,312000,3,2,,,2005,—,0,,,,Palma Ceia Elementary School,4,Anthony W. Ochoa Middle School,4,Mount Eden High School,6,,,52,45,63," $302,279", Active
house_462,Mobile/Manufactured Home,29281 Whalebone Way ,Hayward,CA,94544,312000,3,2,,,2005,—,0,,,,Palma Ceia Elementary School,4,Anthony W. Ochoa Middle School,4,Mount Eden High School,6,,,52,45,63," $302,279", Active
house_463,Mobile/Manufactured Home,29289 WHALEBONE Way ,Hayward,CA,94544,215000,2,2,,,—,—,0,, 2,,Palma Ceia Elementary School,4,Anthony W. Ochoa Middle School,4,Mount Eden High School,6,,,47,41,67," $213,381", New
house_464,Mobile/Manufactured Home,29289 WHALEBONE Way ,Hayward,CA,94544,215000,2,2,,,—,—,0,, 2,,Palma Ceia Elementary School,4,Anthony W. Ochoa Middle School,4,Mount Eden High School,6,,,47,41,67," $213,381", New
house_465,Mobile/Manufactured Home,29289 WHALEBONE Way ,Hayward,CA,94544,215000,2,2,,,—,—,0,, 2,,Palma Ceia Elementary School,4,Anthony W. Ochoa Middle School,4,Mount Eden High School,6,,,47,41,67," $213,381", New
house_466,,29357 Hub Ct ,Hayward,CA,94544,721990,2,2,,,,,0,,,,Treeview Elementary,2,Cesar Chavez Middle School,2,Tennyson High School,2,,,60,52,39," $722,520", Active
house_467,,29357 Hub Ct ,Hayward,CA,94544,721990,2,2,,,,,0,,,,Treeview Elementary,2,Cesar Chavez Middle School,2,Tennyson High School,2,,,60,52,39," $722,520", Active
house_468,Other,2947 Baumberg Ave ,Hayward,CA,94545,595000,—,—,,,—,—,0,,,,Lorin A. Eden Elementary School,3,Anthony W. Ochoa Middle School,4,Mount Eden High School,6,,,43,37,50," $548,200", Active
house_469,Other,2947 Baumberg Ave ,Hayward,CA,94545,595000,—,—,,,—,—,0,,,,Lorin A. Eden Elementary School,3,Anthony W. Ochoa Middle School,4,Mount Eden High School,6,,,43,37,50," $548,200", Active
house_470,Other,29725 Cantera Dr ,HAYWARD,CA,94544,1218000,4,3," 2,734", 0.0841,—,—,132,, 2,,Bowman Elementary School,2,Cesar Chavez Middle School,2,Tennyson High School,2," Central Forced Air (Gas), Heating (2+ Zones)"," Central Forced Air, Multi-Zone",17,49,7," $1,220,565", Active
house_471,Other,29725 Cantera Dr ,HAYWARD,CA,94544,1218000,4,3," 2,734", 0.0841,—,—,132,, 2,,Bowman Elementary School,2,Cesar Chavez Middle School,2,Tennyson High School,2," Central Forced Air (Gas), Heating (2+ Zones)"," Central Forced Air, Multi-Zone",17,49,7," $1,220,565", Active
house_472,,29828 Cantera Dr ,Hayward,CA,94544,1083387,4,3,,,,,0,,,,Bowman Elementary School,2,Cesar Chavez Middle School,2,Tennyson High School,2,,,8,43,7," $1,091,425", Active
house_473,,29828 Cantera Dr ,Hayward,CA,94544,1083387,4,3,,,,,0,,,,Bowman Elementary School,2,Cesar Chavez Middle School,2,Tennyson High School,2,,,8,43,7," $1,091,425", Active
house_474,Single Family Residential,3110 Freestone Pl ,Hayward,CA,94541,828000,4,4,,,2017,2017,112, 2, 2,,Burbank Elementary School,4,Winton Middle School,3,Hayward High School,4, Central Heating, Central Heating,65,59,62," $880,799", Active
house_475,Single Family Residential,345 Tippecanoe Ave ,Hayward,CA,94544,788000,5,2,,,1951,1979,0,,,,Hillview Crest Elementary School,3,Cesar Chavez Middle School,3,James Logan High School,7,,,64,33,53," $754,384", Price Change
house_476,Single Family Residential,345 Tippecanoe Ave ,Hayward,CA,94544,788000,5,2,,,1951,1979,0,,,,Hillview Crest Elementary School,3,Cesar Chavez Middle School,3,James Logan High School,7,,,64,33,53," $754,384", Price Change
house_477,Single Family Residential,345 Tippecanoe Ave ,Hayward,CA,94544,788000,5,2,,,1951,1979,0,,,,Hillview Crest Elementary School,3,Cesar Chavez Middle School,3,James Logan High School,7,,,64,33,53," $753,691", Price Change
house_478,Single Family Residential,356 Annette Ln ,Hayward,CA,94541,619000,3,1,,,1951,1951,0,, 1,,Burbank Elementary School,4,Winton Middle School,3,Hayward High School,4,,,60,49,59," $674,791", Active
house_479,Single Family Residential,356 Annette Ln ,Hayward,CA,94541,619000,3,1,,,1951,1951,0,, 1,,Burbank Elementary School,4,Winton Middle School,3,Hayward High School,4,,,60,49,59," $674,791", Active
house_480,Single Family Residential,356 Annette Ln ,Hayward,CA,94541,619000,3,1,,,1951,1951,0,, 1,,Burbank Elementary School,4,Winton Middle School,3,Hayward High School,4,,,60,49,59," $674,791", Active
house_481,Single Family Residential,3600 STAR Rdg ,Hayward,CA,94542,1300000,5,3,,,1967,1968,0,, 2,,East Avenue Elementary School,4,Bret Harte Middle School,3,Hayward High School,4,,,0,14,8," $1,308,086", Active
house_482,Townhouse,406 Morello Dr ,Hayward,CA,94541,688000,3,2,,,2017,2017,205,, 2,,Burbank Elementary School,4,Winton Middle School,3,Hayward High School,4,,,68,61,68," $705,583", Active
house_483,Single Family Residential,415 Westchester St ,Hayward,CA,94544,685000,3,2,,,1956,1987,0,,,,Hillview Crest Elementary School,3,Cesar Chavez Middle School,3,James Logan High School,7,,,55,32,54,, Coming Soon
house_484,Single Family Residential,415 Westchester St ,Hayward,CA,94544,685000,3,2,,,1956,1987,0,,,,Hillview Crest Elementary School,3,Cesar Chavez Middle School,3,James Logan High School,7,,,55,32,54,, Coming Soon
house_485,Single Family Residential,420 Smalley Ave ,Hayward,CA,94541,999000,3,1,,,1939,1939,0,, 2,,Cherryland Elementary School,2,Winton Middle School,3,Hayward High School,4,,,72,62,72," $978,527", Active
house_486,Single Family Residential,420 Smalley Ave ,Hayward,CA,94541,999000,3,1,,,1939,1939,0,, 2,,Cherryland Elementary School,2,Winton Middle School,3,Hayward High School,4,,,72,62,72," $978,527", Active
house_487,Single Family Residential,420 Smalley Ave ,Hayward,CA,94541,999000,3,1,,,1939,1939,0,, 2,,Cherryland Elementary School,2,Winton Middle School,3,Hayward High School,4,,,72,62,72," $978,527", Active
house_488,Single Family Residential,442 A St ,Hayward,CA,94541,2200000,3,1,,,1924,1924,0,,,,Burbank Elementary School,4,Winton Middle School,3,Hayward High School,4,,,81,64,72," $2,175,445", New
house_489,Single Family Residential,442 A St ,Hayward,CA,94541,2200000,3,1,,,1924,1924,0,,,,Burbank Elementary School,4,Winton Middle School,3,Hayward High School,4,,,81,64,72," $2,175,445", New
house_490,Single Family Residential,442 A St ,Hayward,CA,94541,2200000,3,1,,,1924,1924,0,,,,Burbank Elementary School,4,Winton Middle School,3,Hayward High School,4,,,81,64,72," $1,179,790", New
house_491,Single Family Residential,471 C St ,HAYWARD,CA,94541,675000,3,1," 1,529", 0.1263,1909,1909,0,, 1,,Burbank Elementary School,4,Winton Middle School,3,Hayward High School,4, Central Forced Air (Gas),,79,65,73," $680,359", Active
house_492,Single Family Residential,471 C St ,HAYWARD,CA,94541,675000,3,1," 1,529", 0.1263,1909,1909,0,, 1,,Burbank Elementary School,4,Winton Middle School,3,Hayward High School,4, Central Forced Air (Gas),,79,65,73," $680,359", Active
house_493,Single Family Residential,471 C St ,HAYWARD,CA,94541,675000,3,1," 1,529", 0.1263,1909,1909,0,, 1,,Burbank Elementary School,4,Winton Middle School,3,Hayward High School,4, Central Forced Air (Gas),,79,65,73," $680,359", Active
house_494,Single Family Residential,511 Carrick Ct ,Hayward,CA,94542,1200888,5,4,,,2007,2007,190,, 3,,Stonebrae Elementary School,4,Bret Harte Middle School,3,Hayward High School,4,,,1,18,18," $1,141,728", Active-Short Sale
house_495,Single Family Residential,511 Carrick Ct ,Hayward,CA,94542,1200888,5,4,,,2007,2007,190,, 3,,Stonebrae Elementary School,4,Bret Harte Middle School,3,Hayward High School,4,,,1,18,18," $1,141,728", Active-Short Sale
house_496,Mobile/Manufactured Home,53 De Vaca Way ,Hayward,CA,94544,150000,2,2,,,—,—,0,,,,Treeview Elementary,2,Cesar Chavez Middle School,2,Tennyson High School,2,,,29,53,54," $149,268", New
house_497,Vacant Land,546 Jackson St ,Hayward,CA,94544,155000,—,—,,,—,—,0,,,,Burbank Elementary School,4,Winton Middle School,3,Hayward High School,4,,,86,61,66," $135,257", Active
house_498,Vacant Land,546 Jackson St ,Hayward,CA,94544,155000,—,—,,,—,—,0,,,,Burbank Elementary School,4,Winton Middle School,3,Hayward High School,4,,,86,61,66," $135,257", Active
house_499,Single Family Residential,56 Regency Pl ,Hayward,CA,94544,828000,3,2,,,2015,2015,175,, 2,,Park Elementary School,3,Winton Middle School,3,Mount Eden High School,6,,,66,44,51," $836,229", Active
house_500,Condo/Co-op,625 Artisan Pl ,Hayward,CA,94541,599000,3,3,,,2004,2004,350,, 2,,East Avenue Elementary School,4,Bret Harte Middle School,3,Hayward High School,4,,,90,65,71," $652,622", Active
house_501,Condo/Co-op,625 Artisan Pl ,Hayward,CA,94541,599000,3,3,,,2004,2004,350,, 2,,East Avenue Elementary School,4,Bret Harte Middle School,3,Hayward High School,4,,,90,65,71," $652,622", Active
house_502,Condo/Co-op,625 Artisan Pl ,Hayward,CA,94541,599000,3,3,,,2004,2004,350,, 2,,East Avenue Elementary School,4,Bret Harte Middle School,3,Hayward High School,4,,,90,65,71," $652,622", Active
house_503,Multi-Family (5+ Unit),637 Memorial Way ,HAYWARD,CA,94541,2120000,3,—," 4,800", 0.1229,—,1962,0,, 8,,Longwood Elementary School,2,Anthony W. Ochoa Middle School,4,Mount Eden High School,6, Wall Furnace,,78,44,60,, Active
house_504,,672 Toomey Ter ,Hayward,CA,94544,1104990,4,3,,,,,0,,,,Treeview Elementary,2,Cesar Chavez Middle School,2,Tennyson High School,2,,,52,45,63," $1,102,931", Active
house_505,,672 Toomey Ter ,Hayward,CA,94544,1104990,4,3,,,,,0,,,,Treeview Elementary,2,Cesar Chavez Middle School,2,Tennyson High School,2,,,52,45,63," $1,102,931", Active
house_506,Single Family Residential,689 Quincy Way ,Hayward,CA,94541,649950,3,2,,,1957,1958,0,, 2,,Eden Gardens Elementary School,3,Anthony W. Ochoa Middle School,4,Mount Eden High School,6,,,71,47,57," $702,680", Active
house_507,Single Family Residential,704 Pinedale Ct ,Hayward,CA,94544,635000,3,2,,,1938,1958,0,,,,East Avenue Elementary School,4,Bret Harte Middle School,3,Hayward High School,4,,,83,61,69," $641,820", New
house_508,Vacant Land,9 Laurentian Ln ,Hayward,CA,94541,198000,—,—,,,—,—,0,,,,,,,,,,,,49,48,56,, Active
house_509,Vacant Land,9 Laurentian Ln ,Hayward,CA,94541,198000,—,—,,,—,—,0,,,,,,,,,,,,49,48,56,, Active
house_510,Vacant Land,9 Laurentian Ln ,Hayward,CA,94541,198000,—,—,,,—,—,0,,,,,,,,,,,,49,48,56,, Active
house_511,Single Family Residential,944 Lucia Ct ,Hayward,CA,94541,739000,5,3,,,1950,1950,0,, 2,,Longwood Elementary School,2,Anthony W. Ochoa Middle School,4,Mount Eden High School,6,,,62,42,59," $766,671", Active
house_512,Mobile/Manufactured Home,972 Fall River Dr #972 ,HAYWARD,CA,94544,239000,2,2," 1,344",,—,—,0,,,,Palma Ceia Elementary School,4,Anthony W. Ochoa Middle School,4,Mount Eden High School,6, Central Forced Air, Other (See Remarks),50,40,63," $236,587", Active
house_513,Mobile/Manufactured Home,972 Fall River Dr #972 ,HAYWARD,CA,94544,239000,2,2," 1,344",,—,—,0,,,,Palma Ceia Elementary School,4,Anthony W. Ochoa Middle School,4,Mount Eden High School,6, Central Forced Air, Other (See Remarks),50,40,63," $236,587", Active
house_514,Mobile/Manufactured Home,972 Fall River Dr #972 ,HAYWARD,CA,94544,239000,2,2," 1,344",,—,—,0,,,,Palma Ceia Elementary School,4,Anthony W. Ochoa Middle School,4,Mount Eden High School,6, Central Forced Air, Other (See Remarks),50,40,63," $236,587", Active
house_515,Vacant Land,Arbutus Ct ,Hayward,CA,94542,350000,—,—,,,—,—,0,,,,Stonebrae Elementary School,4,Bret Harte Middle School,3,Hayward High School,4,,,7,18,18," $341,963", Active
house_516,Vacant Land,Arbutus Ct ,Hayward,CA,94542,350000,—,—,,,—,—,0,,,,Stonebrae Elementary School,4,Bret Harte Middle School,3,Hayward High School,4,,,7,18,18," $341,963", Active
house_517,Vacant Land,Arbutus Ct ,Hayward,CA,94542,350000,—,—,,,—,—,0,,,,Stonebrae Elementary School,4,Bret Harte Middle School,3,Hayward High School,4,,,7,18,18," $341,963", Active
house_518,Vacant Land,0 Canyon Dr ,Hayward,CA,94541,219000,—,—,,,—,—,0,,,,Independent Elementary School,8,Canyon Middle School,7,Castro Valley High School,9,,,4,24,6," $199,359", Active
house_519,Vacant Land,0 Canyon Dr ,Hayward,CA,94541,219000,—,—,,,—,—,0,,,,Independent Elementary School,8,Canyon Middle School,7,Castro Valley High School,9,,,4,24,6," $199,359", Active
house_520,Vacant Land,0 Mansfield Ave ,Hayward,CA,94541,569000,—,—,,,—,—,0,,,,Fairview Elementary School,4,Bret Harte Middle School,3,Hayward High School,4,,,,,," $517,769", Active
house_521,Vacant Land,0 Mansfield Ave ,Hayward,CA,94541,569000,—,—,,,—,—,0,,,,Fairview Elementary School,4,Bret Harte Middle School,3,Hayward High School,4,,,,,," $517,769", Active
house_522,,Residence 2 ,Hayward,CA,94544,743450,4,3,,,,,0,,,,Treeview Elementary,2,Cesar Chavez Middle School,2,Tennyson High School,2,,,61,48,59,, Active
